식당(ID),식당명,지역명,주차가능여부,와이파이제공여부,놀이방유무,반려동물입장가능여부,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,택배판매유무,배리어프리유무,배달서비스유무,예약방식명,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,키오스크유무,모바일페이먼트유무,스마트오더유무,입식좌석수,좌식좌석수,대표메뉴명
64437,성빈관,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64438,장수촌 생오리,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64439,다다식당,부산광역시 사하구,N,N,N,N,Y,N,,"평일 12:00~22:00, 주말 17:00~22:00",N,N,N,,,,,,,,N,N,N,,,
64440,에이스,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64590,밀양돼지국밥,부산광역시 수영구,N,Y,N,N,Y,N,월요일,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,343.925579,N,Y,Y,,,
64591,명동식당,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,175.606362,N,N,N,,,
64592,세븐 펍,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64593,금련산추어탕,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64594,돌메기매운탕,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64595,영미횟집,부산광역시 수영구,N,N,N,N,N,N,,매일 10:00~22:00,N,N,N,,,,,,,,N,N,N,,,
64596,고복 샤브샤브,부산광역시 수영구,N,N,N,N,N,N,,매일 11:00~21:30,N,N,N,,,,,,,,N,N,N,,,
64597,황령산보쌈,부산광역시 수영구,N,N,N,N,Y,N,일요일,매일 11:30~22:30,N,N,N,,,,,,,,N,N,N,,,
64604,김밥천국(동방오거리점),부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,551.48896,N,N,N,,,
64605,해바라기참치회,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,민락수변공원,35.1582645,129.131484,198.934104,N,N,N,,,
64606,일미기사식당,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
64607,돈거돈락껍데기문현곱창,부산광역시 수영구,N,N,N,N,Y,N,일요일,매일 17:30~03:00,N,N,N,,,,수영사적공원,35.170842,129.114398,661.820946,N,N,N,,,
64608,낙원횟집,부산광역시 수영구,N,N,N,N,N,N,,매일 10:30~24:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,522.324843,N,N,N,,,
64609,수영돼지국밥,부산광역시 수영구,Y,N,N,N,Y,N,,매일 08:00~23:40,N,N,N,,,,,,,,N,N,N,,,
64611,디케이치킨 동키치킨(광안리점),부산광역시 수영구,N,N,N,N,Y,N,,매일 15:00~02:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,113.316457,N,N,N,,,
64612,오렌지다실,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64691,황금밥상,부산광역시 기장군,N,N,N,N,N,N,,,N,N,N,,,,지오클럽,35.2579177,129.235125,664.723357,N,N,N,,,
64698,임랑서핑학교,부산광역시 기장군,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
64699,토비야,부산광역시 기장군,N,N,N,N,N,N,,매일 12:00~23:30,N,N,N,,,,일광해수욕장,35.2632382,129.233837,229.868868,N,N,N,,,
75161,우정반점,부산광역시 서구,N,N,N,N,Y,N,연중무휴,매일 09:00~21:00,N,N,Y,전화예약,,http://www.odr.kr/m5k9ir,부산공동어시장,35.0884428,129.0251,236.699834,N,N,N,,,
75162,처갓집양념치킨(송도점),부산광역시 서구,N,N,N,N,Y,N,,,N,N,N,,,http://www.cheogajip.co.kr/,송도해상케이블카,35.0768815,129.022874,634.31436,N,N,N,,,
75163,골드비어(송도점),부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,282.944919,N,N,N,,,
75164,골드비어(송도점),부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,282.944919,N,N,N,,,
75165,촌국수정식,부산광역시 서구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
75166,박서방한정식,부산광역시 서구,N,N,N,N,Y,N,,매일 11:30~22:00,N,N,N,,,http://www.253-2212.com/,송도오션파크,35.0727332,129.01749,124.132541,N,N,N,,,
75539,림스치킨,부산광역시 해운대구,Y,Y,N,N,Y,Y,,매일 15:00~03:00,N,N,Y,전화예약,,,해운대해수욕장,35.1590427,129.160115,459.842359,N,N,N,,,
75540,젠닌,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75541,해운대밀면,부산광역시 해운대구,N,N,N,N,Y,N,연중무휴,매일 10:30~21:30,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,681.995429,N,N,N,,,
75542,해운대소문난삼계탕,부산광역시 해운대구,Y,Y,N,N,Y,Y,,매일 10:30~21:30,N,N,N,전화예약,,,해운대해수욕장,35.1590427,129.160115,580.797724,N,N,N,,,"한방삼계탕,토종삼계탕,전복삼계탕,옻삼계탕"
75543,송정한우해장국,부산광역시 해운대구,N,Y,N,N,Y,N,,매일 08:00~22:00,N,N,Y,전화예약,,,"송정해수욕장, 죽도공원",35.1794305,129.199575,364.787424,N,N,N,,,
75552,백리향,부산광역시 해운대구,N,Y,N,N,Y,N,,평일 11:30~23:30,N,N,Y,,,,,,,,N,N,N,,,
75553,피자에땅(우동점),부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75556,달맞이마산아구찜,부산광역시 해운대구,Y,N,N,N,Y,N,,매일 11:30~21:00,N,N,N,전화예약,,,달맞이동산지구,35.158846,129.183148,227.856093,N,N,N,,,
75557,정가네 양곱창(해운대좌동점),부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75564,노랑통닭(해운대좌동점),부산광역시 해운대구,N,N,N,N,Y,N,,매일 15:00~03:00,N,N,N,,,"http://norangtongdak.co.kr/,http://www.instagram.com/norangtongdak486/,http://www.facebook.com/norangtongdak/",,,,,N,N,N,,,
75565,봉자네실비집,부산광역시 해운대구,N,N,N,N,Y,N,,매일 14:00~23:00,N,N,Y,,,,해운대해수욕장,35.1590427,129.160115,301.946465,N,N,N,20,24,"해물파전,닭도리탕,고래고기,문어"
75566,니나인 레스토랑,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75568,오복식당,부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,,영화의 거리,35.1548866,129.144666,479.084266,N,N,N,,,
75576,좋고좋고,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,"송정해수욕장, 죽도공원",35.1794305,129.199575,478.509973,N,N,N,,,
75580,성민대게,부산광역시 해운대구,Y,Y,N,N,Y,Y,,매일 11:00~23:00,N,N,N,전화예약,,,해운대해수욕장,35.1590427,129.160115,657.634783,N,N,N,,,
75581,세븐,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75583,거북선횟집,부산광역시 해운대구,Y,N,N,N,N,N,,매일 11:00~23:00,N,N,Y,전화예약,,,,,,,N,N,N,200,8,
75593,썬더치킨(해운대2호점),부산광역시 해운대구,N,N,N,N,N,N,,매일 03:00~00:00,N,N,N,전화예약,,,,,,,N,N,N,,,
75620,한미초장,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75621,다대생아구찜,부산광역시 사하구,N,N,N,N,Y,N,월요일,매일 10:00~22:00,N,N,Y,,,,,,,,N,N,N,,,
75625,비빔,부산광역시 사하구,N,Y,N,N,Y,N,일요일,평일 11:00~21:00,N,N,N,전화예약,,,,,,,N,N,N,,,
75630,다대초장횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75666,마레과자점,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75803,명궁식당,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,188.804001,N,N,N,,,
75804,삿뽀로하루,부산광역시 수영구,N,N,N,N,Y,N,,매일 17:00~04:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,412.531528,N,N,N,,,
75805,한민족뚝배기,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75806,쿠스코,부산광역시 수영구,N,N,N,N,N,N,,평일 17:30~01:00,N,N,Y,전화예약,,http://instagram.com/qusqo_one,,,,,N,N,N,,,
75807,유황돈돼지생오리,부산광역시 수영구,N,N,N,N,N,N,,,N,N,Y,,,,,,,,N,N,N,,,
75808,향나무집,부산광역시 수영구,Y,N,N,N,N,N,,매일 12:00~22:00,N,N,N,전화예약,,,,,,,N,N,N,,,
75809,바다내음,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
75810,오뎅바선,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
75811,누리마을 감자탕,부산광역시 수영구,N,N,N,N,N,N,,"매일 00:00~24:00, 일요일 00:00~23:00",N,N,N,,,,,,,,N,N,N,,,
75821,캣츠,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75822,정겨운 집,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75823,오륙도 횟집,부산광역시 수영구,Y,N,N,N,N,Y,,매일 11:30~01:30,N,N,N,전화예약,,,광안리 해수욕장,35.1537687,129.118499,522.324843,N,N,N,,,
75824,향촌 생아구탕전문,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,666.147023,N,N,N,,,
75825,궁전횟집,부산광역시 수영구,N,N,N,N,Y,N,,매일 11:00~23:59,N,N,N,,,http://instagram.com/gungjeon_sashimirertaurant,광안리 해수욕장,35.1537687,129.118499,522.324843,N,N,N,,,
75826,오륙도 횟집,부산광역시 수영구,Y,N,N,N,N,Y,,매일 11:30~01:30,N,N,N,전화예약,,,광안리 해수욕장,35.1537687,129.118499,522.324843,N,N,N,,,
75827,왕뻐꾹횟집,부산광역시 수영구,N,N,N,N,Y,N,,매일 10:30~22:30,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,522.324843,N,N,N,,,
75828,참맛 숯불왕갈비,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,695.999295,N,N,N,,,
75829,지코바숯불양념치킨(동방점),부산광역시 수영구,N,N,N,N,N,N,,매일 16:00~01:00,N,N,N,,,https://m.blog.naver.com/cariman2000/222300344679,광안리 해수욕장,35.1537687,129.118499,551.48896,N,N,N,,,
75830,연희초장,부산광역시 수영구,N,N,N,N,Y,N,,매일 09:30~06:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,578.786457,N,N,N,,,
75831,양귀빈식당,부산광역시 수영구,N,N,N,N,Y,N,연중무휴,매일 17:00~00:00,N,N,Y,,,,광안리 해수욕장,35.1537687,129.118499,467.446753,N,N,N,,,
75832,투다리(광안리점),부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,http://www.tudari.co.kr/,광안리 해수욕장,35.1537687,129.118499,467.446753,N,N,N,,,
75834,킹(KING),부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
75836,비스트로피자(광안점),부산광역시 수영구,N,N,N,N,Y,N,,매일 11:30~03:00,N,N,N,,,http://bistropizzaga.7x7.kr,,,,,N,N,N,,,
75837,몽실이비어(광안점),부산광역시 수영구,N,N,N,N,N,N,,매일 17:00~03:00,N,N,N,,,,,,,,N,N,N,,,
75838,지코바치킨(광안1점),부산광역시 수영구,N,N,N,N,Y,N,연중무휴,매일 16:00~01:00,N,N,Y,,,http://www.gcova.co.kr/,,,,,N,N,N,,,
75839,오늘은좋은하루해장국,부산광역시 수영구,N,N,N,N,N,N,,매일 00:00~24:00,N,N,N,,,,,,,,N,N,N,,,
75840,용범이네호랭이주막(수영점),부산광역시 수영구,N,N,N,N,N,N,연중무휴,매일 18:00~02:00,N,N,N,,,http://www.ksyfs.co.kr/,,,,,N,N,N,,,
75841,두건쓴형제(광안리점),부산광역시 수영구,N,N,N,N,Y,N,,매일 17:00~02:00,N,N,Y,,,http://instagram.com/hooded_brother_gwanganli,광안리 해수욕장,35.1537687,129.118499,113.316457,N,N,N,30,,"오늘의 이베리코특수부위,이베리코꽃목살"
75917,황금식당,부산광역시 기장군,N,N,N,N,N,N,,매일 06:00~20:00,N,N,N,,,,일광해수욕장,35.2632382,129.233837,206.567039,N,N,N,,,
86669,동해횟집,부산광역시 서구,Y,Y,N,N,N,Y,,,N,N,N,전화예약,,https://www.instagram.com/donghae_fish109/,부산공동어시장,35.0884428,129.0251,545.95075,N,N,N,,,
86670,오양원조순대국밥,부산광역시 서구,Y,N,N,N,Y,N,일요일,매일 06:00~22:00,N,N,N,전화예약,,,부산공동어시장,35.0884428,129.0251,225.249166,N,N,N,,,
86671,소풍,부산광역시 서구,Y,N,N,N,Y,N,"일요일, 공휴일","평일 11:00~15:00, 평일 17:00~20:00",N,N,N,전화예약,,,송도해수욕장,35.075812,129.016799,530.150274,N,N,N,,,
86672,썬더치킨(송도점),부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
86673,동아리식당,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
86674,사천해물탕,부산광역시 서구,Y,Y,Y,N,Y,Y,,매일 11:00~21:00,N,N,N,전화예약,,,송도해상케이블카,35.0768815,129.022874,645.636799,N,N,N,,,
86675,모아횟집,부산광역시 서구,N,N,N,N,Y,N,수요일,매일 00:00~24:00,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,543.002402,N,N,N,,,
86676,고봉민 김밥(부산 송도점),부산광역시 서구,N,N,N,N,Y,N,,매일 10:00~20:30,N,N,Y,,,http://www.odr.kr/mkioag,송도해상케이블카,35.0768815,129.022874,631.181153,N,N,N,,,
86677,민속주막,부산광역시 서구,N,N,N,N,N,N,,,N,N,Y,,,,송도해상케이블카,35.0768815,129.022874,346.526413,N,N,N,,,
86678,거구횟집,부산광역시 서구,N,N,N,N,N,N,,매일 09:00~24:00,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,688.870849,N,N,N,,,
86679,목촌나주곰탕왕갈비탕(송도점),부산광역시 서구,Y,Y,N,N,Y,Y,,매일 10:00~22:00,N,N,N,전화예약,,,송도해상케이블카,35.0768815,129.022874,199.183605,N,N,N,,,
86681,바다횟집,부산광역시 서구,N,N,N,N,Y,N,수요일,매일 00:00~24:00,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,543.002402,N,N,N,,,
86682,부산갈매기횟집,부산광역시 서구,N,N,N,N,N,N,,매일 00:00~24:00,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,688.870849,N,N,N,,,
87065,별미집,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87066,해운대이름난암소갈비,부산광역시 해운대구,Y,N,N,N,N,N,연중무휴,매일 10:00~21:00,N,N,Y,"전화예약,온라인예약",네이버,,,,,,N,N,N,150,,
87067,호천당(해운대점),부산광역시 해운대구,N,Y,N,N,Y,Y,,매일 10:00~22:00,N,N,N,전화예약,,,해운대해수욕장,35.1590427,129.160115,478.835597,N,N,N,,,
87072,화규,부산광역시 해운대구,N,N,N,N,N,N,,"매일 17:00~24:00, 일요일 17:00~22:00",N,N,N,"전화예약,온라인예약",네이버,,,,,,N,N,N,,,
87073,은하별 감파스타(해운대점),부산광역시 해운대구,N,N,N,N,N,N,,매일 10:00~01:45,N,N,N,,,http://instagram.com/star9999,,,,,N,N,N,,,
87074,칠암아구찜,부산광역시 해운대구,N,N,N,N,Y,N,연중무휴,매일 10:30~22:30,N,N,N,,,,,,,,N,N,N,,,
87077,생고기부잣집,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87079,달맞이휴게소,부산광역시 해운대구,Y,Y,N,N,Y,Y,,"평일 12:00~00:00, 주말 12:00~00:00",N,N,N,,,"https://dalmagihugeso.modoo.at,https://www.instagram.com/dalmagihugeso/",달맞이동산지구,35.158846,129.183148,467.630359,N,N,N,,,
87080,한우숯불양곱창,부산광역시 해운대구,N,N,N,N,N,N,,매일 16:00~22:00,N,N,N,,,,,,,,N,N,N,,,
87084,맘스터치(우동점),부산광역시 해운대구,N,N,N,N,Y,N,,매일 11:00~23:00,N,N,Y,,,,,,,,N,N,N,,,
87086,황금새우,부산광역시 해운대구,N,N,N,N,N,N,,매일 17:00~01:00,N,N,N,,,,,,,,N,N,N,,,
87088,호프집 켄토스,부산광역시 해운대구,N,N,N,N,N,N,,매일 18:00~02:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,382.117463,N,N,N,,,
87093,병천순대국밥,부산광역시 해운대구,N,N,N,N,Y,N,,매일 09:00~23:00,N,N,N,,,,,,,,N,N,N,,,
87094,이진석의 좋은세상,부산광역시 해운대구,N,N,N,N,N,N,,"매일 14:00~02:00, 매일 20:30~00:00",N,N,N,,,http://blog.naver.com/cse0421,"송정해수욕장, 죽도공원",35.1794305,129.199575,493.59081,N,N,N,,,
87100,한국인,부산광역시 해운대구,N,N,N,N,N,N,,매일 16:30~02:00,N,N,N,,,,,,,,N,N,N,,,
87101,마실,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87104,브라운돈까스(해운대점),부산광역시 해운대구,N,N,N,N,N,Y,,매일 11:00~21:00,N,N,N,전화예약,,,해운대해수욕장,35.1590427,129.160115,446.841,N,N,N,,,
87105,궁중찹쌀아구찜,부산광역시 해운대구,N,N,N,N,N,N,,매일 10:00~22:00,N,N,N,,,,,,,,N,N,N,,,
87106,사랑담은 묵은지 찜찌개,부산광역시 해운대구,Y,N,N,N,Y,N,,"평일 11:00~20:00, 수요일 11:00~15:00",N,N,N,,,,"송정해수욕장, 죽도공원",35.1794305,129.199575,101.998686,N,N,N,,,
87108,대우한우촌,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87109,사우나스넥,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87110,미스사이공,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87111,다미가 횟집,부산광역시 해운대구,Y,N,N,N,Y,N,,매일 10:00~23:00,N,N,N,,,,,,,,N,N,N,,,
87120,석산정,부산광역시 해운대구,N,N,N,N,Y,N,일요일,매일 11:00~16:00,N,N,N,,,,,,,,N,N,N,,,
87121,경북분식,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87122,감나무집,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87123,예술,부산광역시 해운대구,N,Y,N,N,Y,Y,일요일,매일 16:00~02:00,N,N,N,전화예약,,,해운대해수욕장,35.1590427,129.160115,677.015186,N,N,N,,,
87124,하오돼지국밥(본점),부산광역시 해운대구,N,N,N,N,Y,N,연중무휴,매일 08:00~22:00,N,N,Y,,,,해운대해수욕장,35.1590427,129.160115,639.051801,N,N,N,,,
87125,윤가네 신토불이,부산광역시 해운대구,Y,N,N,N,Y,Y,연중무휴,"매일 10:00~21:00, 매일 09:30~24:00",N,N,Y,전화예약,,,해운대해수욕장,35.1590427,129.160115,446.841,N,N,N,44,,"홍어삼합,뚝배기보쌈"
87132,핫썬치킨(해운대좌동1호점),부산광역시 해운대구,N,N,N,N,Y,N,,,N,N,N,,,http://www.hotsun.co.kr/,,,,,N,N,N,,,
87137,베네치아,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87138,7번가피자(신도시 해운대점),부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,"http://blog.naver.com/love7thpizza,https://www.facebook.com/7thpizza/,https://www.instagram.com/7th_street_pizza/",,,,,N,N,N,,,
87140,동창오뎅,부산광역시 해운대구,N,N,N,N,N,N,,매일 08:00~20:00,N,N,N,,,,해운대해수욕장,35.1590427,129.160115,354.498798,N,N,N,,,
87142,레브드쉐프,부산광역시 해운대구,N,N,N,N,Y,N,,매일 08:00~24:00,N,N,N,,,,,,,,N,N,N,,,
87162,독도횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87163,서울초장횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87169,청도횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87170,장수초장집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87172,고현 초장집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87173,부산횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87174,용궁횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87175,밀양횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87176,신성횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87178,현주횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87179,대림초장집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87180,하단횟집,부산광역시 사하구,N,N,N,N,N,N,,매일 11:00~23:00,N,N,N,,,,,,,,N,N,N,,,
87181,동해횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87182,부용횟집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87186,오륙도초장집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87188,정동진,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87189,동해초장집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87193,청송,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87198,IMF이모집,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87202,블루레스토랑,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87204,물꼬기자리,부산광역시 사하구,N,N,N,N,N,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,406.036796,N,N,N,,,
87229,자유튀김코너,부산광역시 사하구,Y,N,N,N,N,N,,,N,N,N,,,,다대포 해수욕장,35.0463817,128.968006,639.586403,N,N,N,,,
87391,우드라운지,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87392,동래통닭(광안점),부산광역시 수영구,Y,Y,N,N,N,N,,"평일 16:00~01:00, 주말 16:00~01:00",N,N,Y,전화예약,,,광안리 해수욕장,35.1537687,129.118499,427.09032,N,N,N,,,
87393,초필살돼지구이(광안직영점),부산광역시 수영구,Y,Y,N,N,N,Y,,평일 17:00~02:00,N,N,N,,,https://m.smartstore.naver.com/chopilsal,광안리 해수욕장,35.1537687,129.118499,368.014886,N,N,N,,,
87394,청담이상(부산광안리점),부산광역시 수영구,Y,Y,N,N,N,Y,,"평일 19:00~04:00, 토요일 19:00~05:00",N,N,N,전화예약,,http://www.instagram.com/cheongdam_beach,광안리 해수욕장,35.1537687,129.118499,259.634695,N,N,N,,,
87395,대궐쌈밥,부산광역시 수영구,N,N,N,N,Y,N,,매일 11:30~22:00,N,N,N,,,,광안리 해수욕장,35.1537687,129.118499,74.277289,N,N,N,,,
87396,슬라이스오브라이프(Slice of Life),부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87397,남천삼계탕,부산광역시 수영구,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,,,,,,,,N,N,N,,,
87398,정을담은식탁,부산광역시 수영구,N,N,N,N,N,N,,매일 11:20~20:00,N,N,N,,,,,,,,N,N,N,,,
87399,성일이네,부산광역시 수영구,N,Y,N,N,Y,Y,,,N,N,N,전화예약,,,,,,,N,N,N,,,
87400,수영쌈밥,부산광역시 수영구,N,N,N,N,Y,N,,매일 11:30~21:00,N,N,Y,,,,,,,,N,N,N,,,
87401,수미식당,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,,,,,N,N,N,,,
87402,무궁화,부산광역시 수영구,N,N,N,N,Y,N,,"매일 11:30~21:00, 매일 15:00~17:00",N,N,N,,,,,,,,N,N,N,,,
87411,합천 원조 양곱창,부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,수영사적공원,35.170842,129.114398,526.709756,N,N,N,,,
87412,죽서루(수영점),부산광역시 수영구,N,N,N,N,Y,N,,,N,N,N,,,,수영사적공원,35.170842,129.114398,525.19519,N,N,N,,,
87414,PIT STOP(피트 스탑),부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87415,삼거리포차,부산광역시 수영구,N,N,N,Y,N,Y,,매일 17:00~02:00,N,N,N,전화예약,,,수영사적공원,35.170842,129.114398,665.265717,N,N,N,,,
87417,여기,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87419,뜨라레,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87420,정원해물탕,부산광역시 수영구,N,N,N,N,Y,N,월요일,매일 12:00~22:00,N,N,N,,,,,,,,N,N,N,,,
87421,혜자네막창(광안점),부산광역시 수영구,Y,N,N,N,Y,N,,매일 16:00~02:00,N,N,N,전화예약,,,광안리 해수욕장,35.1537687,129.118499,574.735415,N,N,N,,,
87422,창녕집,부산광역시 수영구,N,N,N,N,Y,N,연중무휴,매일 11:00~22:00,N,N,N,,,https://changnyung.tenclove.com/,,,,,N,N,N,,,
87423,대가삼,부산광역시 수영구,Y,Y,N,N,Y,Y,월요일,매일 11:00~21:00,N,N,N,전화예약,,,,,,,N,N,N,,,
87425,안집 추어탕,부산광역시 수영구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
87491,처가집통닭(일광점),부산광역시 기장군,N,N,N,N,Y,N,,매일 12:00~24:00,N,N,Y,온라인예약,네이버,http://www.cheogajip.co.kr/,일광해수욕장,35.2632382,129.233837,330.144701,N,Y,Y,,,
98928,하동추어탕제첩국,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,송도오션파크,35.0727332,129.01749,111.203844,N,N,N,,,
98930,태성하모횟집,부산광역시 서구,N,N,N,N,Y,N,목요일,매일 09:30~09:30,N,N,N,,,,송도해상케이블카,35.0768815,129.022874,78.579942,N,N,N,,,"하모회 ,모듬회 ,하모샤브"
98931,예전,부산광역시 서구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
99312,BBQ치킨,부산광역시 해운대구,N,N,N,N,N,N,,,N,N,N,,,,,,,,N,N,N,,,
