식당(ID),식당명,지역명,입식좌석수,좌식좌석수,주차가능여부,와이파이제공여부,놀이방유무,반려동물입장가능여부,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,택배판매유무,배리어프리유무,배달서비스유무,예약방식명,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,키오스크유무,모바일페이먼트유무,스마트오더유무,대표메뉴명
9684,옥문중화요리,서울특별시 영등포구,0,40,N,N,N,N,Y,N,일요일,"평일 11:00~21:00, 주말 11:00~21:00",N,N,Y,전화예약,레드테이블,"http://prq.co.kr/prq/page/546,http://blog.kbmyshop.com/옥문",청룡대각석,35.11665,128.8279,397.763878,N,N,N,
502241,미빌,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,이탈리아의무부대 6.25전쟁 참전기념비,37.50986,126.9119,769.426837,N,N,N,
631624,드웰러스 카페,서울특별시 영등포구,15,0,N,N,N,N,Y,N,토요일,,N,N,Y,N,,http://instagram.com/dwellers_cafe,이탈리아의무부대 6.25전쟁 참전기념비,37.50986,126.9119,695.957506,N,N,N,
961902,카페마인 신길점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,이탈리아의무부대 6.25전쟁 참전기념비,37.50986,126.9119,957.160382,N,N,N,
53616,본가보리밥,서울특별시 영등포구,20,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,483.028088,N,N,N,
98324,밥통,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,384.815539,N,N,N,
110811,Bab Sang 밥맛나는세상 신길점,서울특별시 영등포구,36,0,N,Y,N,N,Y,N,일요일,매일 09:00~22:00,N,N,Y,전화예약,레드테이블,"http://www.ibabsang.com/,http://www.facebook.com/babsang.3w,http://blog.naver.com/ssch0510",영등포 신길동 홍어거리,37.51055,126.9116,447.475748,N,N,N,
166952,신풍종합어시장,서울특별시 영등포구,60,0,N,Y,N,N,Y,N,,매일 11:00~24:00,N,N,Y,전화예약,레드테이블,http://028334230.tshome.co.kr/,영등포 신길동 홍어거리,37.51055,126.9116,910.863955,N,N,N,
228029,파리바게뜨 영등포사러가점,서울특별시 영등포구,60,0,N,N,N,N,Y,N,,매일 07:00~24:00,N,N,Y,N,,,영등포 신길동 홍어거리,37.51055,126.9116,328.519284,N,N,N,
267891,원할머니보쌈 신길점,서울특별시 영등포구,0,46,N,N,N,N,Y,N,연중무휴,매일 10:30~00:30,N,N,Y,N,레드테이블,"http://bossam.co.kr/,https://www.facebook.com/WonGrandma/,https://www.instagram.com/wongrandma/",영등포 신길동 홍어거리,37.51055,126.9116,404.17913,N,N,N,"부드러운족발,반반족발,의성마늘족발,냉채족발"
268009,왕돈까스&왕냉면,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 00:00~24:00,N,N,Y,N,,,영등포 신길동 홍어거리,37.51055,126.9116,419.834008,N,N,N,
289499,해변마을,서울특별시 영등포구,72,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,441.859555,N,N,N,
311638,식객,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,311.86966,N,N,N,
311689,신가네해물칼국수,서울특별시 영등포구,28,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,411.081781,N,N,N,
336564,대반전 신풍역점,서울특별시 영등포구,50,0,Y,N,N,N,Y,Y,,,N,N,Y,온라인예약,"네이버 , 레드테이블",https://www.mangoplate.com/restaurants/y5SeojnWLXlQ?utm_source=url&utm_medium=restaurant&utm_campaign=y5SeojnWLXlQ&utm_term=v3_android,영등포 신길동 홍어거리,37.51055,126.9116,922.638172,N,Y,Y,
336661,본죽 신길사러가점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,일요일,"평일 09:30~21:00, 일요일 10:00~21:00",N,N,Y,전화예약,,https://www.bonif.co.kr/menu/list?brdCd=BF101,영등포 신길동 홍어거리,37.51055,126.9116,320.090021,N,N,N,
336747,취풍가,서울특별시 영등포구,26,28,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,377.035642,N,N,N,
395599,복드림뼈해장국감자탕,서울특별시 영등포구,20,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,578.00603,N,N,N,
395616,삼례식당,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,563.460541,N,N,N,
462627,일구칠구동태매운탕 신길점,서울특별시 영등포구,52,0,N,N,N,N,Y,N,,매일 11:00~00:00,N,N,N,전화예약,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,922.638172,N,N,N,
462747,콕떡볶이,서울특별시 영등포구,0,0,Y,N,N,N,Y,N,화요일,매일 17:00~02:00,N,N,N,전화예약,,,영등포 신길동 홍어거리,37.51055,126.9116,426.44465,N,N,N,
502219,춘천1번지닭갈비,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,354.89915,N,N,N,
502271,루나 더 커피,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,월요일,"평일 09:00~21:00, 주말 10:00~21:00",N,N,N,N,,"https://www.instagram.com/luna_the_coffee/,https://www.facebook.com/LUNATHECOFFEE/",영등포 신길동 홍어거리,37.51055,126.9116,335.217513,N,N,N,
502321,브레드05,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 09:00~22:00,N,N,N,전화예약,,http://blog.naver.com/bread_05,영등포 신길동 홍어거리,37.51055,126.9116,739.266267,N,N,N,
547396,포마토김밥 신길점,서울특별시 영등포구,32,0,N,N,N,N,Y,N,,매일 00:00~24:00,N,N,N,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,662.286947,Y,N,N,
554357,COFFEE MASIM,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,547.550056,N,N,N,
565534,최고식당가,서울특별시 영등포구,44,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,344.987535,N,N,N,
568385,쌈사랑숮불갈비,서울특별시 영등포구,40,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,355.846825,N,N,N,
583162,육곱하기 신풍점,서울특별시 영등포구,24,0,Y,N,N,N,Y,N,,,N,N,Y,온라인예약,"네이버 , 레드테이블",,영등포 신길동 홍어거리,37.51055,126.9116,922.638172,N,N,N,
587478,우리집식당,서울특별시 영등포구,24,32,Y,Y,N,N,Y,Y,,매일 07:00~23:00,N,N,N,전화예약,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,561.528439,N,N,N,
625914,우리집닭강정치킨,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,922.638172,N,N,N,
644420,서울숯불갈비,서울특별시 영등포구,32,0,N,N,N,N,Y,N,,,N,N,Y,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,370.512372,N,N,N,
653741,커피팩토리쏘 다방점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 08:00~22:00,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,741.870135,N,N,N,
661863,버니빙스,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,,매일 11:00~23:00,N,N,Y,N,,,영등포 신길동 홍어거리,37.51055,126.9116,358.599829,N,N,N,
791587,샤브왕,서울특별시 영등포구,44,0,N,Y,N,N,Y,Y,,매일 11:00~23:00,N,N,Y,전화예약,,"http://syabeuwang.cityfood.co.kr,https://syabeuwang.modoo.at",영등포 신길동 홍어거리,37.51055,126.9116,328.519284,N,N,N,
791670,신길동학다방,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,,"평일 09:30~21:00, 주말 10:00~18:00",N,N,N,N,,http://instagram.com/shingildong_hakdabang4906,영등포 신길동 홍어거리,37.51055,126.9116,340.991548,N,N,N,
792665,차돌풍 신길아이파크점,서울특별시 영등포구,64,0,Y,Y,N,N,Y,Y,,,N,N,Y,N,레드테이블,http://www.chadolpoong.com/,영등포 신길동 홍어거리,37.51055,126.9116,927.955633,N,N,N,
803184,이태리면가게,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:00~21:00,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,324.470189,N,N,N,
817964,헝그리브라더스,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 10:30~22:00,N,N,Y,전화예약,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,382.007557,N,N,N,
818708,족발을 찾는 사람들 왕족발,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,https://jokchassa.modoo.at,영등포 신길동 홍어거리,37.51055,126.9116,431.139358,N,Y,Y,
875627,숯가마구이장어,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,390.323452,N,N,N,
876308,청년다방 신길뉴타운점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 11:00~22:00,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,649.012872,N,N,N,
880514,두마리찜닭 두찜 영등포신길점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,전화예약,,,영등포 신길동 홍어거리,37.51055,126.9116,437.771302,N,N,N,
881779,카페디저트 지안,서울특별시 영등포구,0,0,N,N,N,N,N,N,월요일,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,498.1161,N,N,N,
884375,모퉁이 디저트,서울특별시 영등포구,0,0,Y,Y,N,N,N,N,,,N,N,N,전화예약,,,영등포 신길동 홍어거리,37.51055,126.9116,340.991548,N,N,N,
884409,카페이든,서울특별시 영등포구,0,0,N,Y,N,N,N,Y,공휴일,매일 10:00~19:30,N,N,N,전화예약,,,영등포 신길동 홍어거리,37.51055,126.9116,389.397877,N,N,N,
885294,메가커피 신길힐스테이트점,서울특별시 영등포구,0,0,N,Y,N,N,N,N,,매일 08:00~22:00,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,498.1161,N,N,N,
886129,김가네 신길점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,649.012872,N,N,N,
886754,토프레소 신길센트럴자이점,서울특별시 영등포구,0,0,N,Y,N,N,N,N,일요일,"매일 09:00~21:00, 매일 09:00~22:00",N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,834.55367,N,N,N,
927102,청원한국통닭신길점,서울특별시 영등포구,48,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,영등포 신길동 홍어거리,37.51055,126.9116,501.584238,N,N,N,
928838,chill out 칠아웃,서울특별시 영등포구,0,0,Y,Y,N,N,Y,N,월요일,,N,N,Y,전화예약,레드테이블,http://instagram.com/chillout_coffee_,영등포 신길동 홍어거리,37.51055,126.9116,394.879253,N,Y,Y,
941334,신길 어름,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,,매일 11:00~00:00,N,N,Y,전화예약,레드테이블,http://www.instagram.com/singil_a_reum,영등포 신길동 홍어거리,37.51055,126.9116,354.89915,N,N,N,
945391,카페 블로썸,서울특별시 영등포구,0,0,N,Y,N,N,N,N,,매일 10:00~22:00,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,579.550095,N,N,N,
951644,떡볶이 참 잘하는 집 떡참 신길점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 11:00~23:00,N,N,N,전화예약,,,영등포 신길동 홍어거리,37.51055,126.9116,349.574756,N,N,N,
952953,주주크로플,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,486.75663,N,N,N,
967968,낭만치킨 신길점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,매일 12:00~01:00,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,512.500178,N,N,N,
968242,이삭토스트 서울 신길뉴타운점,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,영등포 신길동 홍어거리,37.51055,126.9116,649.012872,N,Y,Y,
692793,킹콩부대찌개 선유도역점,서울특별시 영등포구,0,0,Y,Y,N,N,Y,Y,,,N,N,Y,"전화예약,온라인예약",네이버,http://kingkongbudea.modoo.at/,양화한강공원,37.53822,126.9024,143.671783,N,Y,Y,
762233,매반생면 아이에스타워점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,공휴일,,N,N,N,N,,,양화한강공원,37.53822,126.9024,149.624189,N,N,N,
822892,쏭카페,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,"주말, 공휴일","평일 12:00~15:00, 평일 18:00~21:00",N,N,Y,N,,"https://www.youtube.com/bjummma,https://www.instagram.com/ssongcafe1",양화한강공원,37.53822,126.9024,243.046762,N,N,N,
267922,횡성생고기,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,안양천 (제방)벚꽃길,37.52503,126.8805,750.609271,N,N,N,
267997,즉석떡볶이전문점 딩가딩,서울특별시 영등포구,16,0,N,N,N,N,Y,N,,매일 11:00~20:00,N,N,Y,N,레드테이블,,안양천 (제방)벚꽃길,37.52503,126.8805,779.094386,N,N,N,
289574,오프로커피,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,"평일 07:30~18:00, 주말 00:00~23:59",N,N,N,N,,,안양천 (제방)벚꽃길,37.52503,126.8805,750.609271,N,N,N,
311726,차이나쿡,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,"평일 11:00~21:30, 주말 11:00~21:00",N,N,N,N,,,안양천 (제방)벚꽃길,37.52503,126.8805,750.609271,N,N,N,
336593,더치앤빈 양평역점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,토요일,"평일 08:00~22:00, 일요일 10:00~19:00",N,N,N,N,,"http://www.dutchandbean.com/,http://www.instagram.com/dutchnbean_official/,http://blog.naver.com/dutchbean2,https://www.facebook.com/dutchandbean/",안양천 (제방)벚꽃길,37.52503,126.8805,785.890493,N,N,N,
395666,킹콩부대찌개 양평역점,서울특별시 영등포구,0,0,Y,N,N,N,Y,Y,연중무휴,매일 10:00~22:00,N,N,N,전화예약,,http://www.kingkongbudae.co.kr/,안양천 (제방)벚꽃길,37.52503,126.8805,750.609271,N,N,N,
502205,블루어스,서울특별시 영등포구,0,0,N,N,N,N,Y,N,"토요일, 공휴일","평일 09:00~20:30, 일요일 09:00~15:00",N,N,N,N,,,안양천 (제방)벚꽃길,37.52503,126.8805,785.890493,N,Y,Y,
625828,시즌커피앤베이크,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 08:00~22:00,N,N,N,N,,,안양천 (제방)벚꽃길,37.52503,126.8805,759.039898,N,N,N,
708542,포이스트 서울양평직영점,서울특별시 영등포구,38,0,N,Y,N,N,Y,N,,"매일 10:30~21:00, 일요일 10:30~20:30",N,N,Y,전화예약,레드테이블,http://www.phoeast.com/,안양천 (제방)벚꽃길,37.52503,126.8805,799.991136,Y,N,N,
749358,콘레드커피 영등포양평점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,안양천 (제방)벚꽃길,37.52503,126.8805,785.890493,N,N,N,
768159,매머드익스프레스 양평역점,서울특별시 영등포구,15,0,N,N,N,N,Y,N,,매일 07:30~18:00,N,N,Y,N,,,안양천 (제방)벚꽃길,37.52503,126.8805,718.022741,Y,N,N,
887893,양남식당,서울특별시 영등포구,0,0,Y,Y,N,N,N,N,,매일 11:30~24:00,N,N,N,전화예약,,,안양천 (제방)벚꽃길,37.52503,126.8805,730.225665,N,N,N,
143410,산동성,서울특별시 영등포구,0,0,Y,N,N,N,Y,N,,매일 11:00~21:00,N,N,Y,전화예약,,,아트홀 봄,37.51162,126.9272,907.512509,N,N,N,
289485,조선한우생고깃간 신길점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:30~23:00,N,N,N,N,,http://www.chosunhanwoo.com/,아트홀 봄,37.51162,126.9272,998.780927,N,N,N,
336639,오븐마루치킨 병무청점,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,,매일 14:00~01:00,N,N,N,전화예약,,http://ovenmaru.com/,아트홀 봄,37.51162,126.9272,907.512998,N,N,N,
336790,요거프레소 대방점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,"매일 10:00~22:00, 일요일 10:00~21:00",N,N,N,N,,http://www.yogerpresso.co.kr/,아트홀 봄,37.51162,126.9272,936.564434,N,N,N,
427033,다함압구정김밥,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 09:00~20:30,N,N,N,N,,,아트홀 봄,37.51162,126.9272,907.512998,N,N,N,
948963,쁘띠수제분식,서울특별시 영등포구,0,0,N,N,N,N,N,N,,,N,N,N,N,,,아트홀 봄,37.51162,126.9272,829.930709,N,N,N,
208468,하노이의아침,서울특별시 영등포구,60,0,Y,N,N,N,Y,N,,,N,N,Y,전화예약,레드테이블,http://goodmorninghanoi.com/,아쿠아플라넷 63,37.51982,126.9403,132.196721,N,N,N,
9685,안동장,서울특별시 영등포구,40,10,N,N,N,N,Y,N,화요일,매일 11:00~21:00,N,N,Y,전화예약,레드테이블,http://prq.co.kr/prq/page/483,신세계사이먼 여주 프리미엄 아울렛,37.2413098,127.612356,536.781197,N,Y,Y,
652936,디어마이커피,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,월요일,"평일 10:00~20:00, 주말 11:00~18:00",N,N,N,N,,,스위트팩토리,37.53743,126.8928,659.677645,N,N,N,
900245,카페002,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,,스위트팩토리,37.53743,126.8928,517.550461,N,N,N,
4717,양화면옥함흥냉면전문점,서울특별시 영등포구,28,70,Y,N,N,N,Y,N,연중무휴,평일 11:00~22:00,N,N,Y,전화예약,레드테이블,,선유도공원,37.54238,126.9018,492.689656,N,N,N,
9687,길풍식당,서울특별시 영등포구,0,0,N,N,N,N,Y,N,"일요일, 공휴일",,N,N,N,N,,,선유도공원,37.54238,126.9018,436.267276,N,N,N,
25355,대박굼터,서울특별시 영등포구,0,0,Y,Y,N,N,Y,Y,,"매일 16:00~02:00, 공휴일 16:00~01:00",N,N,N,전화예약,,,선유도공원,37.54238,126.9018,323.989484,N,N,N,
25378,양평옥꼬리곰탕우족탕전문,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,"매일 11:30~21:00, 매일 15:30~17:00",N,N,N,N,레드테이블,,선유도공원,37.54238,126.9018,313.968077,N,N,N,
25383,등마루,서울특별시 영등포구,24,28,N,N,N,N,Y,N,일요일,,N,N,N,N,레드테이블,,선유도공원,37.54238,126.9018,141.236427,N,N,N,
33840,백미향,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,선유도공원,37.54238,126.9018,627.195683,N,N,N,
45760,별난추어탕,서울특별시 영등포구,0,0,N,N,N,N,Y,N,일요일,매일 10:00~09:30,N,N,N,N,,,선유도공원,37.54238,126.9018,161.863585,N,N,N,
63478,본가감자탕,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,선유도공원,37.54238,126.9018,294.966857,N,N,N,
63482,유황오리참숯불구이,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,선유도공원,37.54238,126.9018,353.195623,N,N,N,
98358,이가네손칼국수,서울특별시 영등포구,0,0,N,N,N,N,Y,N,공휴일,"평일 09:00~19:00, 토요일 10:00~17:00",N,N,N,N,,,선유도공원,37.54238,126.9018,638.832289,N,N,N,
110732,이필당족발보쌈,서울특별시 영등포구,0,0,N,N,N,N,Y,N,일요일,,N,N,Y,전화예약,,"http://24253.mbym.co.kr/,http://epildang4879.modoo.at/",선유도공원,37.54238,126.9018,315.157294,N,N,N,
110762,동동갈비,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,일요일,매일 11:00~22:00,N,N,N,전화예약,,http://blog.naver.com/isdc219,선유도공원,37.54238,126.9018,468.486504,N,N,N,
110815,낭풍,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,"매일 11:00~23:00, 일요일 17:00~22:00",N,N,N,N,,,선유도공원,37.54238,126.9018,337.848532,N,N,N,
125503,지코바치킨 양평점,서울특별시 영등포구,0,0,Y,N,N,N,Y,Y,,매일 13:00~24:00,N,N,Y,전화예약,,http://www.gcova.co.kr/,선유도공원,37.54238,126.9018,222.415989,N,N,N,
125506,진미소곱창,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 15:00~00:00,N,N,N,N,,,선유도공원,37.54238,126.9018,383.03702,N,N,N,
125539,하루방똥똥똥돼지 양평점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,N,,,선유도공원,37.54238,126.9018,378.584513,N,N,N,
125575,강림제주주먹고기,서울특별시 영등포구,48,0,Y,N,N,N,Y,N,,,N,N,N,전화예약,레드테이블,,선유도공원,37.54238,126.9018,133.123837,N,N,N,
143530,해피데이,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,,매일 17:00~01:00,N,N,N,전화예약,,,선유도공원,37.54238,126.9018,315.487745,N,N,N,
143543,바지락칼국수,서울특별시 영등포구,0,0,Y,N,N,N,Y,Y,연중무휴,매일 10:00~22:00,N,N,N,전화예약,,,선유도공원,37.54238,126.9018,341.049549,N,N,N,
143564,선유떡볶이,서울특별시 영등포구,0,0,N,N,N,N,Y,N,토요일,"평일 11:00~20:00, 일요일 12:00~20:00",N,N,Y,N,,,선유도공원,37.54238,126.9018,258.836713,N,N,N,
143570,당산옛날곱창,서울특별시 영등포구,0,0,N,N,N,N,Y,N,일요일,매일 14:00~24:00,N,N,N,N,,,선유도공원,37.54238,126.9018,315.672234,N,N,N,
166852,황토병천순대,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,http://www.byungchun-soondae.co.kr,선유도공원,37.54238,126.9018,175.494113,N,N,N,
187893,일목식당,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,선유도공원,37.54238,126.9018,230.177919,N,N,N,
208444,꽃담식당,서울특별시 영등포구,0,45,N,N,N,N,Y,N,,,N,N,Y,N,,,선유도공원,37.54238,126.9018,493.808427,N,N,N,
208520,본마구로,서울특별시 영등포구,0,0,N,N,N,N,Y,N,연중무휴,매일 11:00~24:00,N,N,N,N,,,선유도공원,37.54238,126.9018,497.833331,N,N,N,
227932,샐러디 선유도역점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,"일요일, 공휴일","평일 08:00~20:00, 토요일 09:00~20:00",N,N,N,N,,"http://www.saladykorea.com/,http://facebook.com/saladykorea,http://instagram.com/saladykorea",선유도공원,37.54238,126.9018,89.870882,N,N,N,
247531,양평숯불갈비,서울특별시 영등포구,0,0,Y,Y,N,N,Y,Y,,"평일 11:30~21:00, 토요일 15:00~21:00",N,N,N,전화예약,,,선유도공원,37.54238,126.9018,292.881875,N,N,N,
247533,양푼이동태탕,서울특별시 영등포구,0,0,Y,N,N,N,Y,N,,"평일 10:00~24:00, 주말 10:00~24:00",N,N,N,전화예약,,http://cafe.naver.com/sunfoods/,선유도공원,37.54238,126.9018,415.135233,N,N,N,
247541,우리바다세꼬시,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,선유도공원,37.54238,126.9018,331.651045,N,N,N,
247600,속초교동집,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,선유도공원,37.54238,126.9018,172.325238,N,N,N,
247690,족발야시장 선유도점,서울특별시 영등포구,0,0,N,Y,N,N,Y,N,,매일 16:00~01:00,N,N,N,전화예약,,"http://www.족발야시장.com,https://www.facebook.com/%EC%A1%B1%EB%B0%9C%EC%95%BC%EC%8B%9C%EC%9E%A5-%EC%B2%B4%EC%9D%B8%EC%82%AC%EC%97%85%EB%B3%B8%EB%B6%80-1039588106246462/?modal=admin_todo_tour,https://www.instagram.com/jokya_changupmaster/",선유도공원,37.54238,126.9018,210.984307,N,N,N,
267859,본가 선유도감자탕 영등포,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,N,,,선유도공원,37.54238,126.9018,378.584513,N,N,N,
268048,스타벅스 당산점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,"http://www.starbucks.co.kr/,http://www.facebook.com/starbuckskorea,http://www.instagram.com/starbuckskorea,http://www.istarbucksblog.co.kr/",선유도공원,37.54238,126.9018,403.348023,N,Y,Y,
268069,막걸리촌,서울특별시 영등포구,0,0,N,N,N,N,Y,N,일요일,매일 11:00~24:00,N,N,N,N,,,선유도공원,37.54238,126.9018,270.360639,N,N,N,
311687,백년손님서서갈비 선유도점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,평일 11:00~22:00,N,N,N,N,,,선유도공원,37.54238,126.9018,186.427643,N,N,N,
311761,고구려 선유도점,서울특별시 영등포구,80,0,Y,N,N,N,Y,N,연중무휴,평일 11:00~21:00,N,N,N,"전화예약,온라인예약","네이버 , 레드테이블",,선유도공원,37.54238,126.9018,148.299945,N,N,N,"런치코스,짜장면,짬뽕"
311807,수노커피,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,선유도공원,37.54238,126.9018,413.337091,N,N,N,
311895,뚜레쥬르 선유도역점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 07:00~24:00,N,N,Y,N,,http://www.tlj.co.kr/,선유도공원,37.54238,126.9018,158.859858,N,N,N,
336753,훌랄라참숯바베큐 당산역점,서울특별시 영등포구,0,0,N,N,N,N,Y,Y,,매일 15:30~01:30,N,N,N,N,,http://www.hoolala.co.kr/,선유도공원,37.54238,126.9018,488.297464,N,N,N,
336765,또순이네,서울특별시 영등포구,0,0,Y,N,N,N,Y,N,,매일 11:30~22:00,N,N,N,전화예약,레드테이블,,선유도공원,37.54238,126.9018,287.289031,N,N,N,"토시살,등심,생등심"
336800,배스킨라빈스 당산역,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 10:00~23:00,N,N,Y,N,,"http://www.baskinrobbins.co.kr,http://blog.naver.com/brgirl31/,https://www.facebook.com/baskinrobbinskr/,https://www.instagram.com/baskinrobbinskorea/",선유도공원,37.54238,126.9018,456.057433,N,N,N,
364881,연참치,서울특별시 영등포구,0,0,N,Y,N,N,Y,Y,,"평일 16:00~22:00, 토요일 16:00~22:00, 공휴일 16:00~22:00",N,N,N,전화예약,,http://instagram.com/yeontuna,선유도공원,37.54238,126.9018,337.848532,N,N,N,
365055,하남돼지집 당산역점,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,매일 17:00~01:00,N,N,N,전화예약,,"http://www.hanampig.co.kr/,http://www.facebook.com/hnpig,http://www.instagram.com/hanampig/",선유도공원,37.54238,126.9018,374.151682,N,N,N,
395537,카페 이파네마,서울특별시 영등포구,0,0,N,N,N,N,Y,N,,"매일 11:30~23:00, 공휴일 12:00~23:00",N,N,N,N,,,선유도공원,37.54238,126.9018,262.238747,N,Y,Y,
