식당(ID),식당명,지역명,입식좌석수,좌식좌석수,주차가능여부,와이파이제공여부,놀이방유무,반려동물입장가능여부,다국어메뉴판제공여부,화장실정보내용,휴무일정보내용,영업시간내용,택배판매유무,배리어프리유무,배달서비스유무,예약방식명,온라인예약정보내용,홈페이지(URL),인근랜드마크명,인근랜드마크위도,인근랜드마크경도,인근랜드마크와거리,키오스크유무,모바일페이먼트유무,스마트오더유무,대표메뉴명,식당상태
353443,신안홍어수산,전라남도 목포시,0,0,Y,Y,N,N,N,N,첫째주 일요일,,N,N,N,N,,,,,,,N,N,N,"홍어,낙지",미확인
353538,청호수산,전라남도 목포시,0,0,Y,Y,N,N,N,N,첫째주 일요일,,N,N,N,N,,,,,,,N,N,N,"낙지,모듬회",운영중
353949,제주오겹살아하그집,전라남도 목포시,0,48,N,N,N,N,N,N,"첫째, 셋째 일요일",,N,N,N,N,,,,,,,N,N,N,"오겹살, 왕목살양념갈비",미확인
354249,약산흑염소옥암점,전라남도 목포시,64,0,Y,Y,N,N,N,N,"2, 4주 일요일",,N,N,N,N,,,,,,,N,N,N,"흑염소탕, 흑염소수육, 흑염소전골",운영중
354366,하당고기잡이,전라남도 목포시,44,20,N,N,N,N,N,N,첫째주 일요일,,N,N,N,N,,,,,,,N,N,N,"갈치찜, 병어찜, 깡다리찜",운영중
354860,바다세상,전라남도 목포시,30,0,Y,N,N,N,N,N,매주 월요일 (현재 장사가안되서 매일 오픈),,N,N,N,N,,,,,,,N,N,N,"하모,장어탕,꼼장어,포장마차,보양식,광어회",폐업
354896,연희네그오빠,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
355190,영원한친구,전라남도 목포시,20,0,N,N,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"훈제통닭, 조기매운탕",운영중
355258,서울순대,전라남도 목포시,24,6,N,N,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"순대국밥, 족발",미확인
355283,화도식당,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
355366,왕식당,전라남도 목포시,40,0,N,Y,N,N,N,N,매주 일요일 휴무,,N,N,N,N,,,,,,,N,N,N,,미확인
355390,만났지,전라남도 목포시,16,8,N,N,N,N,N,N,매주일요일,,N,N,N,N,,,,,,,N,N,N,백반.회밥,운영중
355518,차이나판다,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
355696,용당골,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"민어회,물회,매운탕,바지락,제육볶음",운영중
355879,중앙식육식당,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
355919,동해루반점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
355946,수덕소주방,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
356027,비파왕집분식,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
358862,CAFE TO RABBIT,전라남도 목포시,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
362969,유달산주차장,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"닭볶음탕,동동주,해물파전,도토리묵",미확인
364831,마약김해뒷고기,전라남도 목포시,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
366744,민가푸드,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
369068,해양식육식당,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
369848,태양식당,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
376608,국일대중음식점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
377990,수일통닭,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
382291,건호왕족발,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
382533,치킨구구 연산점,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,Y,N,,,목포 해상케이블카,34.79938,126.37,653.543433,N,N,N,,운영중
382534,철호네횟집,전라남도 목포시,8,120,Y,N,N,N,Y,N,,매일 09:30~10:00,N,N,N,N,,https://chulho.modoo.at,노을공원,34.80896,126.3658,103.130776,N,N,N,,운영중
382542,달꽃담은,전라남도 목포시,16,0,N,Y,N,N,Y,N,,매일 10:00~18:00,N,N,N,N,,"http://blog.naver.com/yunjung4591,http://www.instagram.com/dal_f_dameun",장미의거리,34.80222,126.4258,735.870603,N,N,N,,운영중
382543,호식이두마리치킨 용해점,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 12:00~00:30,N,N,Y,N,,,목포 관광특구,34.81188,126.3923,542.154905,N,N,N,,운영중
382547,삼학골구이,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
382548,콩시미,전라남도 목포시,64,0,N,N,N,N,Y,N,,,N,N,N,N,,,장미의거리,34.80222,126.4258,652.080284,N,N,N,,운영중
382554,연산순대국밥,전라남도 목포시,0,56,N,N,N,N,Y,N,,,N,N,N,N,,,"목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,414.081761,N,N,N,,운영중
382560,신흥진식당,전라남도 목포시,28,0,N,N,N,N,Y,N,,,N,N,N,N,,,장미의거리,34.80222,126.4258,704.470752,N,N,N,,운영중
382562,준선이네막창구이,전라남도 목포시,0,0,N,Y,N,N,Y,N,,매일 17:00~02:30,N,N,N,N,,,목포 관광특구,34.81188,126.3923,720.768051,N,N,N,,운영중
382563,동주네곱창막창,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노을공원,34.80896,126.3658,362.201814,N,N,N,,운영중
382564,투썸플레이스목포하당점,전라남도 목포시,130,0,Y,Y,N,N,Y,N,,"평일 09:00~24:00, 주말 09:00~24:00",N,N,Y,N,,http://www.twosome.co.kr/,목포 갓바위,34.79343,126.425,384.875356,N,N,N,,운영중
382565,홍도아구찜,전라남도 목포시,0,40,N,N,N,N,Y,N,월요일,"매일 11:30~21:00, 매일 15:00~16:30",N,N,N,N,,,목포 관광특구,34.81188,126.3923,783.524299,N,N,N,,운영중
382567,강바다참치,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포평화광장,34.79666,126.4338,437.94016,N,N,N,,운영중
382568,포미아구찜 남악옥암점,전라남도 목포시,0,88,N,N,N,N,Y,N,일요일,매일 09:30~22:00,N,N,Y,N,,,,,,,N,N,N,,운영중
382569,까투리대화점,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,607.082089,N,N,N,,운영중
382570,꽃마름 목포하당점,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,"http://www.kkmr.co.kr,https://blog.naver.com/kkot_mareum,http://www.facebook.com/kkmrkorea,http://www.instagram.com/kkot_mareum",갓바위 문화타운,34.79368,126.421,291.062316,N,N,N,,운영중
382572,그때그자리,전라남도 목포시,40,0,N,N,N,N,Y,N,,평일 17:00~02:00,N,N,N,N,,,목포 갓바위,34.79343,126.425,254.58173,N,N,N,,운영중
382574,서해안식당,전라남도 목포시,0,0,N,N,N,N,Y,N,일요일,매일 11:00~21:30,N,N,N,N,,,"목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,906.853949,N,N,N,,운영중
382576,이조음식점,전라남도 목포시,36,48,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,62.853144,N,N,N,,운영중
382580,매화회포차,전라남도 목포시,12,16,N,N,N,N,Y,N,,,N,N,N,N,,,노을공원,34.80896,126.3658,848.155313,N,N,N,,운영중
382582,오리정,전라남도 목포시,20,12,N,N,N,N,Y,N,,,N,N,N,N,레드테이블,,"목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,511.363465,N,N,N,,운영중
382583,재벌김밥 옥암점,전라남도 목포시,14,0,Y,N,N,N,Y,N,일요일,매일 07:00~20:00,N,N,N,N,,,장미의거리,34.80222,126.4258,514.365396,N,N,N,,운영중
382584,죽이야기 목포한국병원점,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 09:00~21:00,N,N,N,N,,"http://www.jukstory.com,https://m.facebook.com/jukstory1/",,,,,N,N,N,,운영중
382590,일번지조개구이,전라남도 목포시,44,16,N,N,N,N,Y,N,,,N,N,Y,N,,,목포 갓바위,34.79343,126.425,349.500304,N,N,N,,운영중
382591,중화포차,전라남도 목포시,60,0,N,N,N,N,Y,N,,,N,N,Y,N,,,목포 갓바위,34.79343,126.425,352.329209,N,N,N,,운영중
382596,두암골전집,전라남도 목포시,35,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,777.218718,N,N,N,,운영중
382597,삼대나주곰탕원조집,전라남도 목포시,96,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포평화광장,34.79666,126.4338,324.349286,N,N,N,,운영중
382598,경화네먹거리,전라남도 목포시,24,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,864.660145,N,N,N,,운영중
382600,용이모네포차,전라남도 목포시,24,8,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
382608,갬성,전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,N,N,,,노을공원,34.80896,126.3658,947.441596,N,N,N,,운영중
382610,송옥정,전라남도 목포시,80,0,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,N,레드테이블,,목포평화광장,34.79666,126.4338,220.323889,N,N,N,,운영중
382611,이팔청춘,전라남도 목포시,64,0,N,Y,N,N,Y,Y,연중무휴,매일 17:00~05:00,N,N,Y,N,,,목포 갓바위,34.79343,126.425,293.810711,N,N,N,,운영중
382614,이모네칼국수,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,달성사(목포),34.79051,126.3754,342.987906,N,N,N,,운영중
382617,쿨럭 평화광장점,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,http://www.coolluck.co.kr/,목포 갓바위,34.79343,126.425,312.285214,N,N,N,,운영중
382619,미미집,전라남도 목포시,0,0,N,Y,N,N,Y,Y,,매일 11:00~22:00,N,N,N,전화예약,,,목포 갓바위,34.79343,126.425,195.24577,N,N,N,,운영중
382620,텍사스,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 갓바위,34.79343,126.425,195.24577,N,N,N,,운영중
382623,다우리해물뼈찜,전라남도 목포시,26,32,N,Y,N,N,Y,Y,,매일 12:00~22:00,N,N,Y,N,,,장미의거리,34.80222,126.4258,723.935966,N,N,N,,운영중
382625,초통삼목포점,전라남도 목포시,72,12,N,N,N,N,Y,N,,매일 11:00~24:00,N,N,N,N,,,목포 갓바위,34.79343,126.425,283.717024,N,N,N,,운영중
382626,우창수김밥,전라남도 목포시,24,0,N,N,N,N,Y,N,,,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,688.210158,N,N,N,,운영중
382628,오리구삼,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,N,,,목포시립도서관,34.80355,126.4031,681.886225,N,N,N,,운영중
382633,하림맥시칸 신흥점,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 14:00~01:30,N,N,Y,N,,http://prq.co.kr/prq/page/1464,갓바위 문화타운,34.79368,126.421,907.782494,N,N,N,,운영중
382636,샤브리안,전라남도 목포시,64,12,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,Y,N,,http://www.shaburian.co.kr/,목포 갓바위,34.79343,126.425,283.674821,N,N,N,,운영중
382639,생생고기집,전라남도 목포시,8,48,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
382640,송학낙지,전라남도 목포시,56,4,N,N,N,N,Y,N,,,N,N,N,N,,,"목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,439.543428,N,N,N,,운영중
382641,빛고을식당,전라남도 목포시,40,12,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,690.418138,N,N,N,,운영중
382643,커피&스토리,전라남도 목포시,0,0,Y,Y,N,N,Y,Y,,,N,N,N,전화예약,,,갓바위 문화타운,34.79368,126.421,345.993898,N,N,N,,운영중
382644,친친,전라남도 목포시,24,0,N,N,N,N,Y,N,,매일 09:00~20:30,N,N,Y,N,,,노을공원,34.80896,126.3658,938.367867,N,N,N,,운영중
382645,흥부네보쌈 본점,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 13:00~03:00,N,N,Y,N,,,갓바위 문화타운,34.79368,126.421,509.631078,N,N,N,,운영중
382646,돼지삼형제족발,전라남도 목포시,32,16,Y,N,N,N,Y,Y,,매일 16:00~24:00,N,N,Y,N,,,장미의거리,34.80222,126.4258,677.475132,N,N,N,,운영중
382647,충만치킨 용당시내점,전라남도 목포시,0,0,Y,Y,N,N,Y,Y,,매일 13:00~24:00,N,N,Y,전화예약,,https://0612772778.modoo.at/?link=1cl9546e,목포 관광특구,34.81188,126.3923,730.849485,N,N,N,,운영중
382648,토방칼국수,전라남도 목포시,18,0,N,N,N,N,Y,N,일요일,매일 11:00~14:00,N,N,N,N,,,장미의거리,34.80222,126.4258,526.290365,N,N,N,,운영중
382649,남해보양탕,전라남도 목포시,0,24,N,N,N,N,Y,N,,,N,N,N,N,,,목포평화광장,34.79666,126.4338,741.264566,N,N,N,,운영중
382656,긴자회수산,전라남도 목포시,0,0,Y,N,N,N,Y,N,연중무휴,매일 11:00~24:00,N,N,N,전화예약,,,목포평화광장,34.79666,126.4338,237.9283,N,N,N,,운영중
382658,천하,전라남도 목포시,0,0,Y,Y,N,N,Y,Y,연중무휴,"평일 18:00~04:40, 주말 18:00~06:00",N,N,N,전화예약,,https://cheonhasg.modoo.at/,목포 갓바위,34.79343,126.425,278.369992,N,N,N,,운영중
382659,광장먹거리,전라남도 목포시,16,8,N,N,N,N,Y,N,,,N,N,N,N,,,장미의거리,34.80222,126.4258,687.855898,N,N,N,,운영중
382661,어락,전라남도 목포시,80,0,N,N,N,N,Y,N,,매일 10:00~22:00,N,N,Y,N,레드테이블,,갓바위 문화타운,34.79368,126.421,230.943088,N,N,N,,운영중
382664,돼지엄마 양푼갈비찜,전라남도 목포시,0,0,Y,N,N,N,Y,N,,매일 15:00~00:30,N,N,N,전화예약,,,목포 갓바위,34.79343,126.425,172.598849,N,N,N,,운영중
382665,원조할매족발,전라남도 목포시,0,0,N,N,N,N,Y,N,,평일 12:30~01:00,N,N,Y,N,,,,,,,N,N,N,,운영중
382666,천국먹거리,전라남도 목포시,32,16,N,N,N,N,Y,N,일요일,매일 14:00~03:00,N,N,N,N,,,장미의거리,34.80222,126.4258,665.131977,N,N,N,,운영중
382668,성효꼬마김밥 하당점,전라남도 목포시,0,0,N,N,N,N,Y,N,일요일,"평일 08:00~20:00, 토요일 08:00~20:00",N,N,N,N,,,장미의거리,34.80222,126.4258,149.346569,N,Y,Y,,운영중
382669,도룡마을,전라남도 목포시,92,0,N,N,N,N,Y,N,,,N,N,Y,N,,,,,,,N,N,N,,운영중
382671,만세포차,전라남도 목포시,24,20,N,N,N,N,Y,N,,,N,N,Y,N,,,목포 갓바위,34.79343,126.425,485.974873,N,N,N,,운영중
382672,다담골,전라남도 목포시,0,0,Y,N,Y,N,Y,Y,,매일 11:30~22:00,N,Y,Y,전화예약,레드테이블,http://mliving.kr/2872705,장미의거리,34.80222,126.4258,568.265344,N,N,N,,운영중
382675,오거리,전라남도 목포시,18,60,N,N,N,N,Y,N,,매일 12:00~22:00,N,N,N,N,레드테이블,,노적봉,34.78693,126.3846,118.422238,N,N,N,,운영중
382677,북경,전라남도 목포시,36,24,N,N,N,N,Y,N,월요일,매일 10:30~22:00,N,N,N,N,,,목포평화광장,34.79666,126.4338,265.86469,N,N,N,,운영중
382678,향토집 옥암점,전라남도 목포시,0,64,N,N,N,N,Y,N,,,N,N,N,N,,,"목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,937.037106,N,N,N,,운영중
382686,도시분식,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포시립도서관,34.80355,126.4031,369.307359,N,N,N,,운영중
382687,맥도날드 목포석현점,전라남도 목포시,0,0,N,N,N,N,Y,N,연중무휴,매일 00:00~24:00,N,N,N,N,,http://www.mcdonalds.co.kr/,목포 종합수산시장,34.7877803,126.38989,444.076392,N,N,N,,운영중
382690,마리짱 목포역점,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,3.38624,N,N,N,,운영중
382691,이디야커피 목포옥암점,전라남도 목포시,0,30,N,N,N,N,Y,N,,평일 09:00~22:30,N,N,Y,N,,"http://www.ediya.com/,http://instagram.com/ediya.coffee","목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,485.132396,N,Y,Y,,운영중
382695,착한분식,전라남도 목포시,26,0,N,N,N,N,Y,N,,,N,N,Y,N,,,목포시립도서관,34.80355,126.4031,251.804862,N,N,N,,운영중
382703,쌀로만왕만두,전라남도 목포시,0,0,N,N,N,N,Y,N,일요일,매일 09:00~21:00,N,N,N,N,,,장미의거리,34.80222,126.4258,395.616266,N,N,N,,운영중
382716,그린하우스제과점,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 06:30~24:00,N,N,N,N,,,갓바위 문화타운,34.79368,126.421,192.217709,N,N,N,,운영중
382717,파리바게뜨 목포한국병원점,전라남도 목포시,15,0,N,N,N,N,Y,N,연중무휴,매일 07:30~23:00,N,N,Y,N,,http://www.paris.co.kr/,,,,,N,N,N,,운영중
383315,여천죽집,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
383399,원조의정부부대찌개 연산점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
383460,순대나라,전라남도 목포시,20,0,Y,N,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,순대국밥.머리국밥,미확인
384021,하얀풍차식당,전라남도 목포시,32,64,N,Y,N,N,N,N,연중무휴,,N,N,N,N,,,,,,,N,N,N,"낙지연포탕,낙지볶음,낙지초무침",미확인
384033,유달휴게타운,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
384054,북항횟집,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,"매운탕,회정식,항구,싱싱한,모듬회",미확인
384534,지중해촌닭오리,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
384627,옛날창평시장국밥목포점,전라남도 목포시,0,40,N,N,N,N,N,N,일요일,,N,N,N,N,,,,,,,N,N,N,"따로국밥, 순대국밥",미확인
387754,해오름목포신안수산,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
390110,장충동B&F 목포점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
392669,동아리금호점,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
392848,아싸회수산,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
392963,2월마카롱,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
398419,까투리(청호점),전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
398695,삼만구천냥 횟집,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
399015,서영수산,전라남도 목포시,0,0,Y,Y,N,N,N,N,첫째주 일요일,,N,N,N,N,,,,,,,N,N,N,홍어,폐업
400972,추어보감,전라남도 목포시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
403855,하이도죠 목포옥암점,전라남도 목포시,0,0,N,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,폐업
404391,문커피,,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
406800,향이네뻘낙지,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
410057,커피콩,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
410655,유달면옥,전라남도 목포시,92,60,Y,Y,N,N,N,N,토요일,,N,N,N,N,,,,,,,N,N,N,"유달갈비탕, 해물순두부,  콩국수",운영중
412030,러버덕,전라남도 목포시,0,0,Y,Y,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
412510,잭슨부대찌개,전라남도 목포시,0,0,N,N,N,N,N,N,,,N,N,N,N,,,,,,,N,N,N,,미확인
413414,포청천,전라남도 목포시,0,0,Y,Y,N,N,Y,Y,월요일,매일 10:30~21:00,N,N,N,전화예약,,,목포 종합수산시장,34.7877803,126.38989,645.568994,N,N,N,,운영중
413417,일로수산회센타,전라남도 목포시,24,24,N,N,N,N,Y,N,,,N,N,N,N,,,목포 종합수산시장,34.7877803,126.38989,0.003328,N,N,N,,운영중
413418,꿀잔치닭강정남악점,전라남도 목포시,10,0,N,N,N,N,Y,N,,,N,N,N,N,,,남악수변공원,34.8034,126.4587,802.545634,N,N,N,,운영중
413419,남교식육식당,전라남도 목포시,16,24,N,N,N,N,Y,N,,,N,N,N,N,,,"목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,400.862183,N,N,N,,운영중
413420,사랑더하기,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,"목포시민문화체육센터 (공연장, 문화시설)",34.81232,126.438,796.043804,N,N,N,,운영중
413424,Ruleless Roasters,전라남도 목포시,0,0,N,Y,N,N,Y,N,화요일,,N,N,Y,N,,http://instagram.com/ruleless_j.s,갓바위 문화타운,34.79368,126.421,137.315602,N,N,N,,운영중
413426,신평화정,전라남도 목포시,68,0,N,N,N,N,Y,N,,,N,N,N,N,,http://ok114.co.kr/0612811236,목포 관광특구,34.81188,126.3923,487.808067,N,N,N,,운영중
413428,만금성,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 09:30~23:00,N,N,Y,전화예약,,,목포평화광장,34.79666,126.4338,462.486729,N,N,N,,운영중
413437,홍원,전라남도 목포시,0,0,N,Y,N,N,Y,Y,,매일 11:00~02:00,N,N,N,N,,https://www.instagram.com/mokpo_hongcoffee/,노을공원,34.80896,126.3658,318.469987,N,N,N,,운영중
413438,추억극장목포점,전라남도 목포시,0,40,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
413440,신안오돌뼈,전라남도 목포시,8,32,N,N,N,N,Y,N,,평일 17:00~24:00,N,N,N,N,,,목포 종합수산시장,34.7877803,126.38989,429.831447,N,N,N,,운영중
413441,청사포차,전라남도 목포시,16,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포 종합수산시장,34.7877803,126.38989,240.142215,N,N,N,,운영중
413442,별스넥,전라남도 목포시,12,48,N,Y,N,N,Y,Y,,"매일 12:00~24:00, 12:00~24:00 14:00~17:00",N,N,N,N,,,목포 갓바위,34.79343,126.425,496.520538,N,N,N,,운영중
413446,바다장어나라,전라남도 목포시,28,20,N,N,N,N,Y,N,,,N,N,N,N,,,멜라콩다리 비석,34.7939,126.3879,609.483269,N,N,N,,운영중
413448,불닭발땡초동대문엽기떡볶이 목포북항점,전라남도 목포시,20,0,N,N,N,N,Y,N,,매일 11:00~22:30,N,N,Y,N,,,노을공원,34.80896,126.3658,624.798363,N,N,N,,운영중
413452,바다장어요리명가,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,이난영의 목포의 눈물 노래비,34.79985,126.3751,869.350764,N,N,N,,운영중
413455,얌샘 목포상동점,전라남도 목포시,61,0,N,N,N,N,Y,N,,매일 09:00~21:00,N,N,Y,N,,http://www.yumsem.com,장미의거리,34.80222,126.4258,869.677831,N,N,N,,운영중
413457,마야호프,전라남도 목포시,16,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포평화광장,34.79666,126.4338,536.966092,N,N,N,,운영중
413460,비치바지락칼국수,전라남도 목포시,16,16,N,N,N,N,Y,N,일요일,매일 10:30~20:00,N,N,N,N,,,노을공원,34.80896,126.3658,413.853156,N,N,N,,운영중
413461,술고래먹거리,전라남도 목포시,28,24,N,N,N,N,Y,N,,,N,N,N,N,,,목포평화광장,34.79666,126.4338,416.174686,N,N,N,,운영중
413462,나현식당,전라남도 목포시,20,0,N,N,N,N,Y,N,,,N,N,N,N,,,,,,,N,N,N,,운영중
413467,하루포차,전라남도 목포시,32,20,N,N,N,N,Y,N,,,N,N,N,N,,,목포 관광특구,34.81188,126.3923,718.554942,N,N,N,,운영중
413470,우리장어탕,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,135.13944,N,N,N,,운영중
413471,백제삼계탕,전라남도 목포시,0,0,N,Y,N,N,Y,Y,,매일 10:00~21:00,N,N,Y,N,레드테이블,,노을공원,34.80896,126.3658,271.078061,N,N,N,,운영중
413472,닭갈비제작소,전라남도 목포시,120,0,N,N,N,N,Y,N,,매일 11:00~23:00,N,N,Y,N,,,목포 갓바위,34.79343,126.425,398.588557,N,N,N,,운영중
413473,카페로사,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,N,N,,,목포평화광장,34.79666,126.4338,489.10546,N,N,N,,운영중
413475,이가네감자탕,전라남도 목포시,48,0,N,N,N,N,Y,N,,,N,N,Y,N,,,목포 관광특구,34.81188,126.3923,300.088912,N,N,N,,운영중
413476,박성기손국수,전라남도 목포시,0,0,Y,N,N,N,Y,N,,평일 10:00~20:00,N,N,N,전화예약,,https://blog.naver.com/hyojin0079,목포 관광특구,34.81188,126.3923,932.048552,N,N,N,,운영중
413478,덕궁,전라남도 목포시,24,24,N,N,N,N,Y,N,,,N,N,N,N,,,목포 해상케이블카,34.79938,126.37,422.725302,N,N,N,,운영중
413479,독도는우리땅,전라남도 목포시,36,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,70.913345,N,N,N,,운영중
413487,딱오라이,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,N,N,,,노적봉,34.78693,126.3846,194.46021,N,N,N,,운영중
413490,죽교동밥집,전라남도 목포시,48,0,N,N,N,N,Y,N,일요일,"평일 11:00~20:30, 토요일 11:00~14:00",N,N,N,N,,,노을공원,34.80896,126.3658,256.39835,N,N,N,,운영중
413494,끼니때,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 10:00~19:00,N,N,N,N,,,노적봉,34.78693,126.3846,121.051971,N,N,N,,운영중
413495,동해수산,전라남도 목포시,0,0,N,N,N,N,Y,N,,,N,N,Y,N,,,목포평화광장,34.79666,126.4338,570.477571,N,N,N,,운영중
413500,아이러브피자&치킨 연산용해점,전라남도 목포시,0,0,N,N,N,N,Y,N,,매일 11:30~02:00,N,N,Y,N,,,목포 관광특구,34.81188,126.3923,648.983214,N,N,N,,운영중
